"Date","Price","Condition","YearBuilt","Age","HouseType","Storey","Neighbours","Orientation","Community","M2built","M2eff","Bedrooms","Bathrooms","Bathrooms2","Elevator","Heating","Water","ParkingPlaces","Cod","CP","District","DirExacta","Type","Street","Num","Origin","Neighbourhood"
"2011-12-01",410000,"segunda mano / a reformar",NA,"no consta","  piso",13,NA,NA,0,112,0,4,2,NA,TRUE,"central","central",1,"VW0000004840273",48014,"Deusto",TRUE,"PLAZA","ELISEO MIGOYA","17","PARTICULAR",32
"2008-06-16",336567,"segunda mano / buen estado",NA,"20-30 años","  piso",7,5,NA,30,77,0,4,1,NA,TRUE,"desc/no tiene","central",0,"VW0000001593410",48014,"Deusto",TRUE,"CALLE","IRUÑA","1","PARTICULAR",32
"2011-09-10",250000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,4,"nordeste",35,65,58,2,1,NA,TRUE,"individual","central",0,"VW0000004535895",48014,"Deusto",TRUE,"CALLE","BLAS DE OTERO","49","PARTICULAR",32
"2011-11-29",390000,"segunda mano / a reformar",NA,"+ 30 años","  piso",6,8,NA,0,100,0,4,2,NA,TRUE,"individual","central",0,"VW0000004830908",48014,"Deusto",TRUE,"AVENIDA","MADARIAGA","19","PARTICULAR",32
"2012-02-05",390000,"segunda mano / buen estado",NA,"+ 30 años","  piso",6,3,"sur",0,127,115,4,2,NA,TRUE,"central","indet",0,"VW0000005059419",48014,"Deusto",TRUE,"AVENIDA","MADARIAGA","39","PARTICULAR",32
"2010-05-09",235000,"segunda mano / buen estado",NA,"+ 30 años","  piso",8,2,"suroeste",23,47,0,1,1,NA,TRUE,"central","central",0,"VW0000003032289",48014,"Deusto",TRUE,"PLAZA","PLACIDO CAREAGA","4","PARTICULAR",32
"2011-01-09",225000,"segunda mano / buen estado",NA,"+ 30 años","  piso",8,2,"suroeste",23,47,0,1,1,NA,TRUE,"central","central",0,"VW0000003032289",48014,"Deusto",TRUE,"PLAZA","PLACIDO CAREAGA","4","PARTICULAR",32
"2011-04-10",220000,"segunda mano / buen estado",NA,"+ 30 años","  piso",8,2,"suroeste",23,47,0,1,1,NA,TRUE,"central","central",0,"VW0000003032289",48014,"Deusto",TRUE,"PLAZA","PLACIDO CAREAGA","4","PARTICULAR",32
"2011-05-30",215000,"segunda mano / buen estado",NA,"+ 30 años","  piso",8,2,"suroeste",23,47,0,1,1,NA,TRUE,"central","central",0,"VW0000003032289",48014,"Deusto",TRUE,"PLAZA","PLACIDO CAREAGA","4","PARTICULAR",32
"2011-09-08",210000,"segunda mano / buen estado",NA,"+ 30 años","  piso",8,2,"suroeste",23,47,0,1,1,NA,TRUE,"central","central",0,"VW0000003032289",48014,"Deusto",TRUE,"PLAZA","PLACIDO CAREAGA","4","PARTICULAR",32
"2012-03-06",198000,"segunda mano / buen estado",NA,"+ 30 años","  piso",8,2,"suroeste",23,47,0,1,1,NA,TRUE,"central","central",0,"VW0000003032289",48014,"Deusto",TRUE,"PLAZA","PLACIDO CAREAGA","4","PARTICULAR",32
"2010-05-11",402679,"segunda mano / buen estado",NA,"+ 30 años","  piso",6,6,"sudeste",40,94,84,3,1,NA,TRUE,"individual","central",0,"VW0000003036120",48014,"Deusto",TRUE,"CALLE","JULIO URQUIJO","10","PARTICULAR",32
"2010-06-05",390658,"segunda mano / buen estado",NA,"+ 30 años","  piso",6,6,"sudeste",40,94,84,3,1,NA,TRUE,"individual","central",0,"VW0000003036120",48014,"Deusto",TRUE,"CALLE","JULIO URQUIJO","10","PARTICULAR",32
"2010-07-02",360607,"segunda mano / buen estado",NA,"+ 30 años","  piso",6,6,"sudeste",40,94,84,3,1,NA,TRUE,"individual","central",0,"VW0000003036120",48014,"Deusto",TRUE,"CALLE","JULIO URQUIJO","10","PARTICULAR",32
"2010-10-10",402678,"segunda mano / buen estado",NA,"+ 30 años","  piso",6,6,"sudeste",40,94,84,3,1,NA,TRUE,"individual","central",0,"VW0000003036120",48014,"Deusto",TRUE,"CALLE","JULIO URQUIJO","10","PARTICULAR",32
"2011-06-18",111200,"segunda mano / buen estado",NA,"no consta","  estudio",0,0,NA,0,47,0,0,1,NA,FALSE,"individual","colectiva",0,"VP0000004488905",48014,"Deusto",TRUE,"CAMINO","UGASKO","1","AGENCIA",NA
"2011-06-11",225000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,5,NA,0,68,0,3,1,NA,TRUE,"individual","central",0,"VW0000004257686",48014,"Deusto",TRUE,"AVENIDA","RAMUN Y CAJAL","18","PARTICULAR",32
"2011-02-11",235000,"segunda mano / buen estado",NA,"+ 30 años","  piso",13,4,NA,42,68,55,2,1,NA,TRUE,"individual","central",0,"VW0000003888437",48015,"Deusto",TRUE,"CALLE","JUAN DE URBIETA","8","PARTICULAR",NA
"2010-08-15",332000,"segunda mano / buen estado",NA,"+ 30 años","  piso",1,2,NA,90,96,0,3,2,NA,TRUE,"desc/no tiene","central",0,"VW0000003337580",48014,"Deusto",TRUE,"PLAZA","ELISEO MINGOYA","8","PARTICULAR",32
"2010-10-10",320000,"segunda mano / buen estado",NA,"+ 30 años","  piso",1,2,NA,90,96,0,3,2,NA,TRUE,"desc/no tiene","central",0,"VW0000003337580",48014,"Deusto",TRUE,"PLAZA","ELISEO MINGOYA","8","PARTICULAR",32
"2012-04-06",310000,"segunda mano / buen estado",NA,"+ 30 años","  piso",1,2,NA,90,96,0,3,2,NA,TRUE,"desc/no tiene","central",0,"VW0000003337580",48014,"Deusto",TRUE,"PLAZA","ELISEO MINGOYA","8","PARTICULAR",32
"2008-05-21",950000,"segunda mano / buen estado",NA,"20-30 años","  piso",13,4,"sur",120,125,110,3,2,NA,TRUE,"central","indet",1,"VW0000001534552",48014,"Deusto",TRUE,"CALLE","SANCHO AZPEITIA","2","PARTICULAR",NA
"2008-05-21",975000,"segunda mano / buen estado",NA,"20-30 años","  piso",13,4,"sur",120,125,110,3,2,NA,TRUE,"central","indet",1,"VW0000001534552",48014,"Deusto",TRUE,"CALLE","SANCHO AZPEITIA","2","PARTICULAR",NA
"2010-11-10",950000,"segunda mano / buen estado",NA,"20-30 años","  piso",13,4,"sur",120,125,110,3,2,NA,TRUE,"central","indet",1,"VW0000001534552",48014,"Deusto",TRUE,"CALLE","SANCHO AZPEITIA","2","PARTICULAR",NA
"2010-11-19",900000,"segunda mano / buen estado",NA,"20-30 años","  piso",13,4,"sur",120,125,110,3,2,NA,TRUE,"central","indet",1,"VW0000001534552",48014,"Deusto",TRUE,"CALLE","SANCHO AZPEITIA","2","PARTICULAR",NA
"2011-05-24",800000,"segunda mano / buen estado",NA,"20-30 años","  piso",13,4,"sur",120,125,110,3,2,NA,TRUE,"central","indet",1,"VW0000001534552",48014,"Deusto",TRUE,"CALLE","SANCHO AZPEITIA","2","PARTICULAR",NA
"2011-07-21",750000,"segunda mano / buen estado",NA,"20-30 años","  piso",13,4,"sur",120,125,110,3,2,NA,TRUE,"central","indet",1,"VW0000001534552",48014,"Deusto",TRUE,"CALLE","SANCHO AZPEITIA","2","PARTICULAR",NA
"2011-02-16",332000,"segunda mano / buen estado",NA,"no consta","  ático",NA,NA,NA,NA,50,48,1,1,NA,TRUE,"individual","colectiva",0,"VC0000003921139",48014,"Deusto",TRUE,"CALLE","RAMON Y CAJAL","26","PARTICULAR",32
"2011-02-17",232000,"segunda mano / buen estado",NA,"no consta","  ático",NA,NA,NA,NA,50,48,1,1,NA,TRUE,"individual","colectiva",0,"VC0000003921139",48014,"Deusto",TRUE,"CALLE","RAMON Y CAJAL","26","PARTICULAR",32
"2011-05-19",212000,"segunda mano / buen estado",NA,"no consta","  ático",NA,NA,NA,NA,50,48,1,1,NA,TRUE,"individual","colectiva",0,"VC0000003921139",48014,"Deusto",TRUE,"CALLE","RAMON Y CAJAL","26","PARTICULAR",32
"2011-06-06",220000,"segunda mano / buen estado",NA,"no consta","  piso",0,0,NA,0,65,0,1,1,NA,TRUE,"individual","colectiva",0,"VP0000004438635",48014,"Deusto",TRUE,"CALLE","RAMON Y CAJAL","26","AGENCIA",32
"2011-08-06",354000,"segunda mano / buen estado",NA,"+ 30 años","  piso",7,4,NA,70,110,90,5,2,NA,TRUE,"central","central",0,"VW0000004418816",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","13","PARTICULAR",32
"2011-11-23",534901,"segunda mano / buen estado",NA,"< 5 años","  piso",6,NA,NA,0,114,88,3,2,NA,TRUE,"desc/no tiene","colectiva",1,"VW0000004809178",48014,"Deusto",TRUE,"AVENIDA","RAMUN Y CAJAL","4","PARTICULAR",32
"2010-04-21",270500,"segunda mano / a reformar",NA,"no consta","  piso",NA,NA,NA,0,75,65,3,1,NA,TRUE,"desc/no tiene","colectiva",0,"VW0000002990249",48014,"Deusto",TRUE,"AVENIDA","MADARIAGA","14","PARTICULAR",32
"2011-01-14",420000,"segunda mano / buen estado",NA,"no consta","  piso",6,4,NA,36,115,92,3,2,NA,TRUE,"individual","central",0,"VW0000003778971",48014,"Deusto",TRUE,"AVENIDA","MADARIAGA","18","PARTICULAR",32
"2011-01-31",390000,"segunda mano / buen estado",NA,"no consta","  piso",6,4,NA,36,115,92,3,2,NA,TRUE,"individual","central",0,"VW0000003778971",48014,"Deusto",TRUE,"AVENIDA","MADARIAGA","18","PARTICULAR",32
"2011-04-10",360000,"segunda mano / buen estado",NA,"no consta","  piso",6,4,NA,36,115,92,3,2,NA,TRUE,"individual","central",0,"VW0000003778971",48014,"Deusto",TRUE,"AVENIDA","MADARIAGA","18","PARTICULAR",32
"2009-11-21",339000,"segunda mano / buen estado",NA,"+ 30 años","  piso",1,4,"suroeste",100,100,80,3,2,NA,TRUE,"central","indet",0,"VW0000002675201",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","5","PARTICULAR",32
"2011-02-13",319000,"segunda mano / buen estado",NA,"+ 30 años","  piso",1,4,"suroeste",100,100,80,3,2,NA,TRUE,"central","indet",0,"VW0000002675201",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","5","PARTICULAR",32
"2011-04-19",312000,"segunda mano / buen estado",NA,"+ 30 años","  piso",1,4,"suroeste",100,100,80,3,2,NA,TRUE,"central","indet",0,"VW0000002675201",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","5","PARTICULAR",32
"2011-05-20",300000,"segunda mano / buen estado",NA,"+ 30 años","  piso",1,4,"suroeste",100,100,80,3,2,NA,TRUE,"central","indet",0,"VW0000002675201",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","5","PARTICULAR",32
"2011-08-20",299000,"segunda mano / buen estado",NA,"+ 30 años","  piso",1,4,"suroeste",100,100,80,3,2,NA,TRUE,"central","indet",0,"VW0000002675201",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","5","PARTICULAR",32
"2011-11-12",285000,"segunda mano / buen estado",NA,"+ 30 años","  piso",1,4,"suroeste",100,100,80,3,2,NA,TRUE,"central","indet",0,"VW0000002675201",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","5","PARTICULAR",32
"2011-12-02",400000,"segunda mano / buen estado",1990,"20-30 años","  piso",10,4,NA,85,107,0,3,2,NA,TRUE,"individual","central",0,"VP0000005047062",48014,"Deusto",TRUE,"CALLE","FRANCISCO MACIA","3","AGENCIA",NA
"2009-10-12",275000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,"sur",65,72,57,2,1,NA,TRUE,"individual","central",0,"VW0000002580837",48015,"Deusto",TRUE,"CALLE","JUAN DE URBIETA","2","PARTICULAR",NA
"2010-04-28",268000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,"sur",65,72,57,2,1,NA,TRUE,"individual","central",0,"VW0000002580837",48015,"Deusto",TRUE,"CALLE","JUAN DE URBIETA","2","PARTICULAR",NA
"2011-05-15",264000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,"sur",65,72,57,2,1,NA,TRUE,"individual","central",0,"VW0000002580837",48015,"Deusto",TRUE,"CALLE","JUAN DE URBIETA","2","PARTICULAR",NA
"2011-06-21",258000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,"sur",65,72,57,2,1,NA,TRUE,"individual","central",0,"VW0000002580837",48015,"Deusto",TRUE,"CALLE","JUAN DE URBIETA","2","PARTICULAR",NA
"2011-10-07",252000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,"sur",65,72,57,2,1,NA,TRUE,"individual","central",0,"VW0000002580837",48015,"Deusto",TRUE,"CALLE","JUAN DE URBIETA","2","PARTICULAR",NA
"2011-10-21",249000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,"sur",65,72,57,2,1,NA,TRUE,"individual","central",0,"VW0000002580837",48015,"Deusto",TRUE,"CALLE","JUAN DE URBIETA","2","PARTICULAR",NA
"2011-11-10",235000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,"sur",65,72,57,2,1,NA,TRUE,"individual","central",0,"VW0000002580837",48015,"Deusto",TRUE,"CALLE","JUAN DE URBIETA","2","PARTICULAR",NA
"2011-12-01",233000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,"sur",65,72,57,2,1,NA,TRUE,"individual","central",0,"VW0000002580837",48015,"Deusto",TRUE,"CALLE","JUAN DE URBIETA","2","PARTICULAR",NA
"2012-01-13",420000,"segunda mano / buen estado",NA,"no consta","  piso",0,0,NA,0,103,0,3,2,NA,TRUE,"individual","colectiva",0,"VP0000005160036",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","18","AGENCIA",32
"2010-12-04",449000,"segunda mano / buen estado",NA,"+ 30 años","  piso",7,2,"suroeste",140,111,0,4,2,NA,TRUE,"central","central",0,"VW0000003677639",48014,"Deusto",TRUE,"AVENIDA","MADARIAGA","40","PARTICULAR",32
"2011-04-21",402678,"segunda mano / buen estado",NA,"+ 30 años","  piso",7,2,"suroeste",140,111,0,4,2,NA,TRUE,"central","central",0,"VW0000003677639",48014,"Deusto",TRUE,"AVENIDA","MADARIAGA","40","PARTICULAR",32
"2011-10-09",372000,"segunda mano / buen estado",NA,"+ 30 años","  piso",7,2,"suroeste",140,111,0,4,2,NA,TRUE,"central","central",0,"VW0000003677639",48014,"Deusto",TRUE,"AVENIDA","MADARIAGA","40","PARTICULAR",32
"2011-09-12",395500,"segunda mano / buen estado",NA,"5-10 años","  piso",6,4,"nordeste",55,80,75,2,2,NA,TRUE,"individual","central",1,"VW0000004540623",48015,"Deusto",TRUE,"CALLE","IBARREKOLANDA","11","PARTICULAR",32
"2011-10-17",390000,"segunda mano / buen estado",NA,"5-10 años","  piso",6,4,"nordeste",55,80,75,2,2,NA,TRUE,"individual","central",1,"VW0000004540623",48015,"Deusto",TRUE,"CALLE","IBARREKOLANDA","11","PARTICULAR",32
"2011-10-26",352000,"segunda mano / buen estado",NA,"5-10 años","  piso",6,4,"nordeste",55,80,75,2,2,NA,TRUE,"individual","central",1,"VW0000004540623",48015,"Deusto",TRUE,"CALLE","IBARREKOLANDA","11","PARTICULAR",32
"2011-11-14",346000,"segunda mano / buen estado",NA,"5-10 años","  piso",6,4,"nordeste",55,80,75,2,2,NA,TRUE,"individual","central",1,"VW0000004540623",48015,"Deusto",TRUE,"CALLE","IBARREKOLANDA","11","PARTICULAR",32
"2008-06-08",540911,"segunda mano / a reformar",NA,"+ 30 años","  piso",6,4,"nordeste",120,160,115,4,2,NA,TRUE,"central","indet",0,"VW0000001575730",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","5","PARTICULAR",32
"2009-05-31",469000,"segunda mano / a reformar",NA,"+ 30 años","  piso",6,4,"nordeste",120,160,115,4,2,NA,TRUE,"central","indet",0,"VW0000001575730",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","5","PARTICULAR",32
"2010-09-21",480800,"segunda mano / a reformar",NA,"+ 30 años","  piso",6,4,"nordeste",120,160,115,4,2,NA,TRUE,"central","indet",0,"VW0000001575730",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","5","PARTICULAR",32
"2011-12-06",423000,"segunda mano / a reformar",NA,"+ 30 años","  piso",6,4,"nordeste",120,160,115,4,2,NA,TRUE,"central","indet",0,"VW0000001575730",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","5","PARTICULAR",32
"2011-11-07",380000,"segunda mano / buen estado",NA,"5-10 años","  piso",7,5,NA,40,90,76,2,2,NA,TRUE,"individual","central",0,"VW0000004750139",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","50","PARTICULAR",32
"2010-12-26",320000,"segunda mano / buen estado",NA,"+ 30 años","  dúplex",NA,NA,"sur",12,75,70,2,2,NA,FALSE,"individual","central",0,"VW0000003726737",48014,"Deusto",TRUE,"CALLE","LAGUNETXEA","28","PARTICULAR",32
"2011-01-16",300000,"segunda mano / buen estado",NA,"+ 30 años","  dúplex",NA,NA,"sur",12,75,70,2,2,NA,FALSE,"individual","central",0,"VW0000003726737",48014,"Deusto",TRUE,"CALLE","LAGUNETXEA","28","PARTICULAR",32
"2011-01-24",255000,"segunda mano / buen estado",NA,"+ 30 años","  dúplex",NA,NA,"sur",12,75,70,2,2,NA,FALSE,"individual","central",0,"VW0000003726737",48014,"Deusto",TRUE,"CALLE","LAGUNETXEA","28","PARTICULAR",32
"2011-02-01",260000,"segunda mano / buen estado",NA,"+ 30 años","  dúplex",NA,NA,"sur",12,75,70,2,2,NA,FALSE,"individual","central",0,"VW0000003726737",48014,"Deusto",TRUE,"CALLE","LAGUNETXEA","28","PARTICULAR",32
"2011-10-06",240000,"segunda mano / buen estado",NA,"no consta","  piso",7,4,NA,0,60,0,2,2,NA,TRUE,"individual","central",0,"VW0000004639312",48015,"Deusto",TRUE,NA,"BENIDORM","11","PARTICULAR",NA
"2011-09-08",205000,"segunda mano / buen estado",NA,"+ 30 años","  piso",4,2,"suroeste",40,73,60,2,1,NA,FALSE,"individual","central",0,"VW0000004530220",48013,"Deusto",TRUE,NA,"BIDEGAIN ETXALDEA","19","PARTICULAR",NA
"2011-05-12",485000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,"suroeste",0,120,NA,4,2,NA,TRUE,"central","indet",0,"VC0000004178070",48014,"Deusto",TRUE,"CALLE","JULIO URQUIJO","6","PARTICULAR",32
"2012-03-16",400000,"segunda mano / buen estado",NA,"10-20 años","  piso",6,4,NA,75,103,86,3,2,NA,TRUE,"individual","central",0,"VW0000005221083",48014,"Deusto",TRUE,"CALLE","IBARREKOLANDA","17","PARTICULAR",32
"2012-04-30",360000,"segunda mano / buen estado",NA,"no consta","  piso",0,0,NA,0,100,0,3,1,NA,TRUE,"central",NA,0,"VP0000005591210",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","21","AGENCIA",32
"2010-07-01",240405,"segunda mano / a reformar",NA,"no consta","  piso",NA,NA,NA,NA,60,NA,3,1,NA,TRUE,"desc/no tiene",NA,0,"VC0000003205066",48015,"Deusto",TRUE,"CALLE","BENIDORM","9","PARTICULAR",17
"2010-12-24",270000,"segunda mano / buen estado",NA,"+ 30 años","  piso",7,4,"sudeste",62,71,56,3,1,NA,TRUE,"individual","central",0,"VW0000003725289",48015,"Deusto",TRUE,"CALLE","PINTORES ARRUE","10","PARTICULAR",17
"2011-01-18",255000,"segunda mano / buen estado",NA,"+ 30 años","  piso",7,4,"sudeste",62,71,56,3,1,NA,TRUE,"individual","central",0,"VW0000003725289",48015,"Deusto",TRUE,"CALLE","PINTORES ARRUE","10","PARTICULAR",17
"2011-05-27",245000,"segunda mano / buen estado",NA,"+ 30 años","  piso",7,4,"sudeste",62,71,56,3,1,NA,TRUE,"individual","central",0,"VW0000003725289",48015,"Deusto",TRUE,"CALLE","PINTORES ARRUE","10","PARTICULAR",17
"2010-08-17",336000,"segunda mano / buen estado",NA,"no consta","  dúplex",NA,NA,NA,NA,105,NA,2,2,NA,TRUE,"central",NA,0,"VC0000003365492",48015,"Deusto",TRUE,"PLAZA","LANDABASO","2","PARTICULAR",17
"2012-02-09",430000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,135,89,75,3,2,NA,TRUE,"central","indet",1,"VC0000005101047",48014,"Deusto",TRUE,"CALLE","MUSICO SARASATE","13","PARTICULAR",32
"2012-02-13",410000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,135,89,75,3,2,NA,TRUE,"central","indet",1,"VC0000005101047",48014,"Deusto",TRUE,"CALLE","MUSICO SARASATE","13","PARTICULAR",32
"2012-04-26",380000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,135,89,75,3,2,NA,TRUE,"central","indet",1,"VC0000005101047",48014,"Deusto",TRUE,"CALLE","MUSICO SARASATE","13","PARTICULAR",32
"2011-02-15",288000,"segunda mano / buen estado",NA,"20-30 años","  piso",5,4,"norte",0,88,0,3,1,NA,TRUE,"desc/no tiene","central",0,"VW0000003898702",48014,"Deusto",TRUE,"CALLE","MONTE GANETA","7","PARTICULAR",5
"2011-08-11",541000,"segunda mano / buen estado",NA,"10-20 años","  piso",5,5,"sudeste",0,115,105,2,2,NA,TRUE,"central","indet",1,"VW0000004429646",48014,"Deusto",TRUE,"CALLE","RAFAELA YBARRA","5","PARTICULAR",32
"2010-04-28",280000,"segunda mano / buen estado",NA,"+ 30 años","  piso",1,1,"sur",30,42,38,1,1,NA,TRUE,"desc/no tiene","central",0,"VW0000003007077",48014,"Deusto",TRUE,"PLAZA","JULIO LAZURTEGUI","17","PARTICULAR",NA
"2009-11-16",534901,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,NA,93,NA,3,2,NA,TRUE,"central",NA,1,"VC0000002683503",48015,"Deusto",TRUE,"PLAZA","SARRIKOALDE","3","PARTICULAR",17
"2010-07-27",520000,"promoción de obra nueva",NA,"no consta","  piso",NA,NA,NA,NA,136,NA,3,2,NA,TRUE,"individual","central",1,"VP0000003495672",48014,"Deusto",TRUE,"TRAVESIA","RAMUN Y CAJAL","4","AGENCIA",32
"2010-07-27",460000,"promoción de obra nueva",NA,"no consta","  piso",NA,NA,NA,NA,111,NA,3,2,NA,TRUE,"individual","central",1,"VP0000003495673",48014,"Deusto",TRUE,"TRAVESIA","RAMUN Y CAJAL","4","AGENCIA",32
"2011-06-05",261000,"segunda mano / buen estado",NA,"no consta","  piso",7,NA,NA,30,75,70,2,1,NA,TRUE,"individual","central",0,"VW0000004236434",48015,"Deusto",TRUE,"CALLE","ORIXE","2","PARTICULAR",17
"2011-10-30",260000,"segunda mano / buen estado",NA,"no consta","  piso",7,NA,NA,30,75,70,2,1,NA,TRUE,"individual","central",0,"VW0000004236434",48015,"Deusto",TRUE,"CALLE","ORIXE","2","PARTICULAR",17
"2012-01-29",252000,"segunda mano / buen estado",NA,"no consta","  piso",7,NA,NA,30,75,70,2,1,NA,TRUE,"individual","central",0,"VW0000004236434",48015,"Deusto",TRUE,"CALLE","ORIXE","2","PARTICULAR",17
"2010-09-04",630000,"segunda mano / buen estado",NA,"20-30 años","  piso",10,4,NA,0,120,0,4,2,NA,TRUE,"central","indet",1,"VW0000003386731",48014,"Deusto",TRUE,"CALLE","LUIS POWER","8","PARTICULAR",32
"2011-12-27",390000,"segunda mano / buen estado",NA,"10-20 años","  dúplex",4,1,NA,0,102,87,3,2,NA,TRUE,"central","indet",0,"VW0000004914404",48015,"Deusto",TRUE,"PLAZA","LANDABASO","4","PARTICULAR",17
"2012-01-29",295000,"segunda mano / buen estado",NA,"5-10 años","  piso",2,4,NA,65,64,59,2,1,NA,TRUE,"individual","central",1,"VW0000005011510",48014,"Deusto",TRUE,"CALLE","IBARREKOLANDA","15","PARTICULAR",32
"2011-06-20",423000,"segunda mano / buen estado",NA,"5-10 años","  piso",7,NA,NA,0,90,78,2,2,NA,TRUE,"individual","central",0,"VW0000004289100",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","54","PARTICULAR",32
"2011-09-12",412000,"segunda mano / buen estado",NA,"5-10 años","  piso",7,NA,NA,0,90,78,2,2,NA,TRUE,"individual","central",0,"VW0000004289100",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","54","PARTICULAR",32
"2012-02-06",400000,"segunda mano / buen estado",NA,"5-10 años","  piso",7,NA,NA,0,90,78,2,2,NA,TRUE,"individual","central",0,"VW0000004289100",48014,"Deusto",TRUE,"AVENIDA","LEHENDAKARI AGUIRRE","54","PARTICULAR",32
"2011-02-21",330000,"segunda mano / buen estado",NA,"10-20 años","  piso",5,4,NA,0,70,0,2,2,NA,TRUE,"central","indet",0,"VW0000003911415",48015,"Deusto",TRUE,"CALLE","IBARREKOLANDA","22","PARTICULAR",17
"2011-03-13",360000,"segunda mano / buen estado",NA,"10-20 años","  piso",5,4,NA,0,70,0,2,2,NA,TRUE,"central","indet",0,"VW0000003911415",48015,"Deusto",TRUE,"CALLE","IBARREKOLANDA","22","PARTICULAR",17
"2011-03-13",330000,"segunda mano / buen estado",NA,"10-20 años","  piso",5,4,NA,0,70,0,2,2,NA,TRUE,"central","indet",0,"VW0000003911415",48015,"Deusto",TRUE,"CALLE","IBARREKOLANDA","22","PARTICULAR",17
"2011-06-05",318000,"segunda mano / buen estado",NA,"10-20 años","  piso",5,4,NA,0,70,0,2,2,NA,TRUE,"central","indet",0,"VW0000003911415",48015,"Deusto",TRUE,"CALLE","IBARREKOLANDA","22","PARTICULAR",17
"2010-12-17",216365,"segunda mano / a reformar",NA,"+ 30 años","  piso",7,4,"sur",30,64,60,2,1,NA,TRUE,"desc/no tiene","central",0,"VW0000003707874",48015,"Deusto",TRUE,"CALLE","BENIDORM","11","PARTICULAR",17
"2011-09-14",204000,"segunda mano / a reformar",NA,"+ 30 años","  piso",7,4,"sur",30,64,60,2,1,NA,TRUE,"desc/no tiene","central",0,"VW0000003707874",48015,"Deusto",TRUE,"CALLE","BENIDORM","11","PARTICULAR",17
"2012-01-20",190000,"segunda mano / a reformar",NA,"+ 30 años","  piso",7,4,"sur",30,64,60,2,1,NA,TRUE,"desc/no tiene","central",0,"VW0000003707874",48015,"Deusto",TRUE,"CALLE","BENIDORM","11","PARTICULAR",17
"2011-05-02",240000,"segunda mano / buen estado",NA,"no consta","  piso",5,2,"suroeste",25,70,60,1,1,NA,TRUE,"individual","central",0,"VW0000004120875",48014,"Deusto",TRUE,"CALLE","RAMON Y CAJAL","26","PARTICULAR",32
"2010-03-10",480000,"segunda mano / buen estado",NA,"20-30 años","  piso",8,4,"suroeste",60,94,83,3,2,NA,TRUE,"central","indet",0,"VW0000002902006",48014,"Deusto",TRUE,"CALLE","JULIO URQUIJO","9","PARTICULAR",32
"2011-08-02",342000,"segunda mano / buen estado",NA,"+ 30 años","  piso",NA,NA,NA,60,85,0,3,2,NA,TRUE,"individual","central",0,"VW0000004407711",48014,"Deusto",TRUE,"AVENIDA","MADARIAGA","5","PARTICULAR",32
"2010-07-02",662000,"segunda mano / buen estado",NA,"20-30 años","  piso",19,2,"sur",130,150,133,4,3,NA,TRUE,"central","indet",1,"VW0000003187982",48014,"Deusto",TRUE,"CALLE","BLAS DE OTERO","16","PARTICULAR",32
"2010-11-22",648000,"segunda mano / buen estado",NA,"20-30 años","  piso",19,2,"sur",130,150,133,4,3,NA,TRUE,"central","indet",1,"VW0000003187982",48014,"Deusto",TRUE,"CALLE","BLAS DE OTERO","16","PARTICULAR",32
"2011-01-07",636000,"segunda mano / buen estado",NA,"20-30 años","  piso",19,2,"sur",130,150,133,4,3,NA,TRUE,"central","indet",1,"VW0000003187982",48014,"Deusto",TRUE,"CALLE","BLAS DE OTERO","16","PARTICULAR",32
