33;9268666;840527;C;40000000
33;9268666;850501;D;40000000
33;9288561;840610;C;20000000
33;9288561;850501;D;20000000
33;9419800;841026;C;10000000
33;9419800;850501;D;10000000
37;9380799;840902;D;720000000
37;9380799;840902;C;720000000
58;9187322;840213;C;40000000
58;9551714;850512;C;40000000
60;9005284;840301;D;20000000
60;9429614;841110;C;30000000
72;9296016;840619;C;20000000
72;9445015;841204;C;30000000
73;9000484;840425;D;10000000
73;9474606;850121;C;10000000
80;9496954;850230;C;95000000
80;9530772;850415;C;100000000
81;9063389;840612;D;40000000
81;9100238;840814;D;160000000
81;9300303;840623;C;250000000
85;9028837;841117;D;10500000
85;9434085;841117;C;10500000
92;9162810;840807;D;18000000
92;9220040;840406;C;20000000
93;9254285;840512;D;10000000
93;9254285;840512;C;10000000
99;9000716;850528;D;10000000
99;9396490;840923;C;25000000
99;9561854;850529;C;20000000
110;9511880;850320;C;10000000
119;9000749;840208;D;10000000
119;9007791;841111;D;10000000
119;9024286;840208;D;25000000
119;9032379;840208;D;15000000
122;9107924;841101;D;60000000
122;9422001;841101;C;120000000
122;9519750;850401;C;50000000
134;9202489;840308;C;500000000
134;9271784;840531;C;300000000
143;9205282;840311;C;25000000
143;9230844;840418;C;175000000
143;9316527;840705;C;250000000
146;9300579;840623;C;25000000
148;9049975;840409;D;10000000
150;9225289;840412;C;100000000
150;9298603;840621;C;100000000
150;9402878;841003;C;100000000
150;9467138;850106;C;100000000
150;9467138;850501;D;100000000
150;9540807;850501;C;200000000
163;9123037;840401;D;35000000
165;9226191;840413;C;190000000
165;9279908;840605;C;190000000
165;9418004;841024;C;10000000
165;9458623;841222;C;60000000
166;9332569;840718;C;50000000
166;9527509;850411;C;80000000
166;9550171;850510;D;17000000
166;9550171;850510;C;17000000
166;9550233;850510;C;25000000
169;9330808;840716;C;15000000
175;9109462;840903;D;99000000
175;9438428;841127;C;5000000
175;9562738;850530;C;10000000
178;9388613;840910;D;10000000
178;9388613;840910;C;10000000
183;9492552;850221;C;100000000
183;9502793;850304;C;30000000
189;9139348;841101;D;40000000
189;9150358;841201;D;18500000
189;9179322;840201;C;14000000
189;9179322;850202;D;14000000
189;9206618;840316;C;17000000
189;9231547;840420;C;14000000
189;9272155;840531;C;18000000
189;9310436;840702;C;21000000
189;9352416;840804;C;43000000
189;9379393;840901;C;14000000
189;9421663;841101;C;55000000
189;9440669;841201;C;28000000
189;9479378;850202;D;40000000
189;9479378;850202;C;40000000
189;9479406;850202;C;54000000
189;9499283;850301;C;10000000
189;9541185;850501;C;40000000
195;9048672;840802;D;24000000
195;9177465;840130;C;6000000
195;9190335;840219;C;5000000
195;9190335;840406;D;5000000
195;9206974;840317;C;5000000
195;9206974;840601;D;5000000
195;9273818;840601;C;12000000
195;9387123;840909;C;3000000
195;9387123;841003;D;1000000
198;9016023;841206;D;26000000
198;9145285;841206;D;15000000
198;9535637;850424;C;100000000
218;9248069;840506;C;40000000
218;9258997;840517;C;80000000
229;9297345;840620;C;100000000
229;9429531;841110;C;50000000
229;9429531;841216;D;30000000
229;9520864;850403;C;50000000
238;9004693;841223;D;20000000
238;9181839;840204;C;30000000
249;9182542;840205;C;120000000
249;9202855;840308;C;100000000
258;9108962;840318;D;78000000
261;9036899;840224;D;1500000
297;9002590;841013;D;55000000
297;9002590;841024;D;5000000
303;9053196;841203;D;25000000
303;9196371;840301;C;15000000
303;9259482;840517;C;16000000
307;9198768;840302;C;10000000
307;9275544;840601;C;15000000
